#Chroococcidiopsis_sp._SAG_2025_(cyanobacteria)
WP_006196724.1	K02518
WP_106546541.1								
WP_106546543.1								K02005
WP_106546544.1								K13668
WP_106546545.1								
WP_106546546.1								
WP_106546547.1								
WP_106546549.1								
WP_106546551.1								K01176
WP_106546552.1								
WP_106546553.1								
WP_106546554.1								
WP_106546555.1								
WP_106546556.1								
WP_106546557.1								
WP_106546558.1								
WP_106546559.1								K19180
WP_106546560.1								
WP_106546561.1								
WP_106546562.1								
WP_106546563.1								K15736
WP_106546564.1								K00978
WP_106546566.1								K11524
WP_106546567.1								K11525
WP_106546569.1								K02224
WP_106546570.1								
WP_106546571.1								K00036
WP_106546572.1								K00616
WP_106546574.1								
WP_106546575.1								K00524
WP_106546576.1								
WP_106546577.1								
WP_106546578.1								K01873
WP_106546579.1								
WP_106546580.1								K03499
WP_106546581.1								
WP_106546582.1								K03316
WP_106546583.1								K03631
WP_106546586.1								K00820
WP_106546587.1								K03841
WP_106546588.1								K08309
WP_106546589.1								
WP_106546591.1								
WP_106546592.1								
WP_106546593.1								
WP_106546594.1								
WP_106546595.1								K01599
WP_106546597.1								
WP_106546598.1								K03321
WP_106546599.1								
WP_106546600.1								K17285
WP_106546601.1								K02639
WP_106546602.1								K08967
WP_106546603.1								K08964
WP_106546604.1								
WP_106546605.1								
WP_106546607.1								
WP_106546608.1								
WP_106546609.1								K00639
WP_106546610.1								
WP_106546611.1								
WP_106546612.1								
WP_106546615.1								K13421
WP_106546616.1								
WP_106546617.1								
WP_106546618.1								K04564
WP_106546621.1								
WP_106546622.1								K12132
WP_106546623.1								
WP_106546624.1								
WP_106546625.1								K03272
WP_106546626.1								
WP_106546627.1								
WP_106546628.1								
WP_106546631.1								
WP_106546632.1								K00648
WP_106546633.1								K04781
WP_106546634.1								
WP_106546635.1								K00997
WP_106546636.1								K01071
WP_106546637.1								K02015
WP_106546638.1								K02014
WP_106546639.1								
WP_106546641.1								
WP_106546642.1								
WP_106546643.1								K01533,ko:K12950
WP_106546645.1								
WP_106546646.1								
WP_106546650.1								
WP_106546651.1								
WP_106546652.1								K14645
WP_106546653.1								
WP_106546654.1								
WP_106546656.1								
WP_106546657.1								
WP_106546658.1								
WP_106546659.1								K01082
WP_106546660.1								K06442
WP_106546661.1								K00757
WP_106546662.1								
WP_106546663.1								
WP_106546664.1								
WP_106546665.1								K04025,ko:K04027,ko:K08696
WP_106546667.1								
WP_106546668.1								K14274
WP_106546669.1								K05342
WP_106546671.1								
WP_106546672.1								
WP_106546674.1								K06147
WP_106546677.1								K01921
WP_106546678.1								
WP_106546679.1								K03431
WP_106546680.1								
WP_106546681.1								
WP_106546682.1								K15918
WP_106546686.1								K03320
WP_106546687.1								
WP_106546688.1								K02016
WP_106546689.1								
WP_106546692.1								
WP_106546693.1								K02014
WP_106546694.1								K02016
WP_106546695.1								
WP_106546696.1								
WP_106546697.1								
WP_106546698.1								
WP_106546699.1								K07393
WP_106546700.1								
WP_106546701.1								K19221
WP_106546702.1								
WP_106546704.1								K03684
WP_106546705.1								K02487,ko:K06596
WP_106546706.1								
WP_106546707.1								
WP_106546708.1								
WP_106546709.1								
WP_106546710.1								
WP_106546712.1								
WP_106546713.1								
WP_106546714.1								
WP_106546715.1								K01874
WP_106546716.1								
WP_106546717.1								
WP_106546718.1								K07636
WP_106546719.1								
WP_106546721.1								
WP_106546723.1								
WP_106546724.1								
WP_106546725.1								
WP_106546726.1								K04771
WP_106546727.1								
WP_106546728.1								
WP_106546729.1								
WP_106546735.1								K02485,ko:K07684
WP_106546737.1								
WP_106546738.1								
WP_106546739.1								K00891
WP_106546740.1								K01255
WP_106546741.1								K13292
WP_106546742.1								K05936
WP_106546743.1								
WP_106546744.1								
WP_106546745.1								
WP_106546746.1								K02396
WP_106546748.1								K02188
WP_106546749.1								K02343
WP_106546750.1								K06888
WP_106546751.1								K01878
WP_106546752.1								
WP_106546753.1								
WP_106546754.1								K02238
WP_106546755.1								
WP_106546756.1								K02887
WP_106546757.1								
WP_106546758.1								K03437
WP_106546760.1								K01939
WP_106546761.1								K02897
WP_106546762.1								K07028
WP_106546764.1								K05837
WP_106546766.1								
WP_106546767.1								
WP_106546769.1								K11961
WP_106546770.1								K11959
WP_106546771.1								
WP_106546772.1								K06955
WP_106546773.1								
WP_106546774.1								
WP_106546775.1								
WP_106546776.1								K02044
WP_106546778.1								
WP_106546779.1								
WP_106546780.1								
WP_106546781.1								
WP_106546784.1								K02719
WP_106546785.1								K00274,ko:K21639
WP_106546787.1								K01354
WP_106546788.1								K01081
WP_106546789.1								
WP_106546790.1								
WP_106546791.1								K01934
WP_106546792.1								K01259
WP_106546793.1								
WP_106546794.1								K05845,ko:K05846
WP_106546795.1								
WP_106546796.1								
WP_106546797.1								K03296
WP_106546799.1								
WP_106546800.1								
WP_106546801.1								
WP_106546802.1								
WP_106546803.1								K00453
WP_106546804.1								
WP_106546805.1								K00020
WP_106546806.1								
WP_106546807.1								
WP_106546808.1								
WP_106546809.1								K03100
WP_106546810.1								
WP_106546812.1								
WP_106546813.1								
WP_106546814.1								
WP_106546815.1								
WP_106546816.1								
WP_106546818.1								
WP_106546819.1								K02069
WP_106546820.1								
WP_106546821.1								K05343
WP_106546823.1								
WP_106546824.1								
WP_106546825.1								
WP_106546829.1								
WP_106546830.1								
WP_106546831.1								
WP_106546832.1								
WP_106546833.1								K06919
WP_106546834.1								
WP_106546835.1								
WP_106546836.1								
WP_106546837.1								
WP_106546838.1								
WP_106546839.1								
WP_106546840.1								
WP_106546841.1								
WP_106546842.1								K08177
WP_106546846.1								K03070
WP_106546849.1								
WP_106546850.1								K07006
WP_106546851.1								K00799
WP_106546852.1								
WP_106546853.1								K03685
WP_106546854.1								K02635
WP_106546855.1								K01070
WP_106546856.1								K00823
WP_106546857.1								
WP_106546858.1								K00128,ko:K00135,ko:K22187
WP_106546859.1								
WP_106546860.1								
WP_106546861.1								
WP_106546862.1								
WP_106546864.1								
WP_106546865.1								K06148
WP_106546868.1								
WP_106546869.1								K10563
WP_106546870.1								
WP_106546871.1								
WP_106546872.1								K01770
WP_106546873.1								
WP_106546874.1								
WP_106546875.1								
WP_106546876.1								
WP_106546877.1								
WP_106546878.1								
WP_106546880.1								
WP_106546881.1								K01779
WP_106546884.1								K00847
WP_106546886.1								
WP_106546887.1								K15576
WP_106546888.1								K15578
WP_106546889.1								K02575
WP_106546890.1								K00367
WP_106546891.1								K07090
WP_106546892.1								K11928
WP_106546893.1								K14415
WP_106546894.1								
WP_106546895.1								K19270
WP_106546896.1								K03655,ko:K07506
WP_106546897.1								
WP_106546898.1								K01091,ko:K01838
WP_106546899.1								
WP_106546901.1								
WP_106546902.1								K01784
WP_106546903.1								
WP_106546904.1								
WP_106546905.1								
WP_106546906.1								
WP_106546907.1								
WP_106546908.1								
WP_106546909.1								
WP_106546910.1								K00561,ko:K02528
WP_106546911.1								
WP_106546912.1								
WP_106546913.1								
WP_106546915.1								
WP_106546916.1								K01992
WP_106546917.1								K03564
WP_106546918.1								K01297
WP_106546919.1								K07107
WP_106546920.1								
WP_106546921.1								
WP_106546922.1								K00588
WP_106546923.1								K01735,ko:K19969,ko:K21342
WP_106546925.1								K09919
WP_106546926.1								K01854
WP_106546927.1								K12990
WP_106546929.1								K09691
WP_106546930.1								
WP_106546931.1								
WP_106546932.1								
WP_106546933.1								K06872
WP_106546934.1								
WP_106546935.1								K03296
WP_106546936.1								K02005
WP_106546937.1								K04043
WP_106546938.1								K05516
WP_106546939.1								K07451
WP_106546940.1								
WP_106546941.1								
WP_106546942.1								
WP_106546943.1								K10206
WP_106546947.1								K02341
WP_106546948.1								K02340
WP_106546949.1								
WP_106546950.1								
WP_106546951.1								
WP_106546952.1								
WP_106546953.1								
WP_106546954.1								K02343
WP_106546955.1								
WP_106546956.1								
WP_106546957.1								
WP_106546959.1								
WP_106546960.1								
WP_106546961.1								
WP_106546965.1								
WP_106546966.1								K04763
WP_106546967.1								
WP_106546968.1								
WP_106546969.1								
WP_106546970.1								
WP_106546971.1								
WP_106546972.1								
WP_106546973.1								K02116
WP_106546974.1								
WP_106546975.1								
WP_106546976.1								
WP_106546977.1								K12132
WP_106546978.1								K02044
WP_106546979.1								K12132
WP_106546980.1								
WP_106546981.1								
WP_106546982.1								
WP_106546983.1								
WP_106546985.1								K01669
WP_106546986.1								K01945
WP_106546987.1								K07769
WP_106546988.1								K01754
WP_106546989.1								
WP_106546990.1								
WP_106546991.1								K01802,ko:K03772
WP_106546992.1								K02939
WP_106546994.1								
WP_106546995.1								
WP_106546996.1								
WP_106546997.1								
WP_106546998.1								K19170
WP_106546999.1								K19171
WP_106547000.1								
WP_106547001.1								
WP_106547002.1								K02549,ko:K19802
WP_106547003.1								
WP_106547004.1								
WP_106547005.1								K21449
WP_106547006.1								
WP_106547007.1								
WP_106547008.1								
WP_106547009.1								K03644
WP_106547010.1								
WP_106547011.1								K01448
WP_106547012.1								K06923
WP_106547013.1								
WP_106547014.1								
WP_106547015.1								K02316
WP_106547016.1								
WP_106547017.1								K07460
WP_106547019.1								K00325
WP_106547020.1								
WP_106547021.1								
WP_106547022.1								
WP_106547023.1								
WP_106547024.1								K00020,ko:K00042
WP_106547025.1								
WP_106547026.1								K11356
WP_106547027.1								K02230
WP_106547028.1								
WP_106547029.1								K11072
WP_106547030.1								K02469
WP_106547031.1								K11755
WP_106547032.1								K07010
WP_106547033.1								
WP_106547034.1								
WP_106547035.1								
WP_106547036.1								K04757,ko:K08282
WP_106547038.1								
WP_106547039.1								K10026
WP_106547040.1								K09710
WP_106547041.1								
WP_106547042.1								K06883
WP_106547044.1								K01779
WP_106547045.1								
WP_106547046.1								K05595
WP_106547047.1								K01621
WP_106547048.1								K00688
WP_106547050.1								
WP_106547051.1								K00925
WP_106547052.1								
WP_106547055.1								
WP_106547056.1								
WP_106547057.1								K01595
WP_106547059.1								
WP_106547060.1								
WP_106547061.1								
WP_106547062.1								K00147
WP_106547063.1								
WP_106547064.1								K00809
WP_106547065.1								K00118,ko:K13020
WP_106547066.1								K02508,ko:K07506,ko:K07720
WP_106547067.1								K01787,ko:K16213
WP_106547068.1								K05520
WP_106547069.1								K01576
WP_106547070.1								
WP_106547071.1								
WP_106547072.1								
WP_106547073.1								K00108
WP_106547074.1								K00641
WP_106547075.1								
WP_106547076.1								
WP_106547078.1								K09834
WP_106547079.1								
WP_106547080.1								
WP_106547081.1								K03403
WP_106547082.1								K00748
WP_106547083.1								
WP_106547084.1								
WP_106547085.1								K03655
WP_106547087.1								K01007
WP_106547088.1								
WP_106547089.1								K01649
WP_106547090.1								
WP_106547092.1								K14393
WP_106547093.1								
WP_106547095.1								K11939
WP_106547096.1								
WP_106547097.1								K02233
WP_106547099.1								K04775
WP_106547100.1								K08963
WP_106547101.1								K12132
WP_106547102.1								
WP_106547103.1								
WP_106547104.1								K03638,ko:K03831
WP_106547106.1								
WP_106547108.1								
WP_106547109.1								K04763
WP_106547112.1								
WP_106547114.1								
WP_106547116.1								
WP_106547117.1								
WP_106547118.1								
WP_106547120.1								
WP_106547121.1								
WP_106547122.1								
WP_106547123.1								
WP_106547127.1								
WP_106547128.1								K01704
WP_106547129.1								K05584
WP_106547130.1								K01090
WP_106547131.1								
WP_106547132.1								
WP_106547133.1								
WP_106547134.1								
WP_106547135.1								
WP_106547136.1								
WP_106547137.1								
WP_106547140.1								K01990
WP_106547141.1								K01487
WP_106547142.1								K01890
WP_106547143.1								K08884
WP_106547144.1								K01784
WP_106547147.1								K00962
WP_106547148.1								
WP_106547149.1								
WP_106547150.1								
WP_106547151.1								K09767
WP_106547152.1								
WP_106547154.1								K10773
WP_106547155.1								K01875
WP_106547156.1								
WP_106547157.1								
WP_106547158.1								
WP_106547159.1								
WP_106547160.1								K02860
WP_106547161.1								K00835
WP_106547164.1								K01214
WP_106547167.1								
WP_106547168.1								K00701
WP_106547169.1								K03106
WP_106547170.1								K10439
WP_106547171.1								K10441,ko:K10542
WP_106547172.1								K10440
WP_106547174.1								
WP_106547176.1								K03216
WP_106547178.1								
WP_106547181.1								
WP_106547182.1								
WP_106547184.1								K00688
WP_106547185.1								
WP_106547186.1								K07100
WP_106547187.1								
WP_106547188.1								K04767,ko:K06213,ko:K15986
WP_106547189.1								
WP_106547190.1								K01537
WP_106547191.1								K00789
WP_106547192.1								K01802,ko:K03768
WP_106547193.1								K09458
WP_106547194.1								K21430
WP_106547195.1								K01426
WP_106547197.1								
WP_106547198.1								
WP_106547199.1								K00605,ko:K06980
WP_106547201.1								K07089
WP_106547202.1								
WP_106547205.1								
WP_106547206.1								
WP_106547208.1								
WP_106547209.1								K11326
WP_106547210.1								
WP_106547211.1								K11330
WP_106547212.1								K02484
WP_106547213.1								
WP_106547215.1								
WP_106547216.1								
WP_106547217.1								
WP_106547218.1								
WP_106547219.1								
WP_106547221.1								
WP_106547222.1								K02552
WP_106547223.1								K02548
WP_106547224.1								K02549
WP_106547225.1								K01911
WP_106547226.1								K12073
WP_106547228.1								
WP_106547229.1								K01992
WP_106547230.1								K09879
WP_106547231.1								
WP_106547232.1								K01738
WP_106547233.1								K02575
WP_106547236.1								K05382
WP_106547238.1								K03979
WP_106547239.1								
WP_106547241.1								K01493
WP_106547242.1								K00560
WP_106547244.1								
WP_106547245.1								K02045
WP_106547246.1								K02035
WP_106547247.1								
WP_106547248.1								
WP_106547249.1								
WP_106547250.1								
WP_106547251.1								K00389
WP_106547252.1								
WP_106547253.1								
WP_106547254.1								
WP_106547255.1								K01218
WP_106547256.1								
WP_106547257.1								
WP_106547258.1								
WP_106547259.1								
WP_106547260.1								
WP_106547261.1								
WP_106547262.1								
WP_106547263.1								
WP_106547264.1								K00799
WP_106547265.1								K07304
WP_106547266.1								
WP_106547267.1								
WP_106547269.1								
WP_106547270.1								K03294
WP_106547271.1								
WP_106547272.1								K00034
WP_106547273.1								
WP_106547274.1								
WP_106547275.1								K01193
WP_106547276.1								
WP_106547277.1								
WP_106547278.1								K03782
WP_106547279.1								
WP_106547280.1								
WP_106547281.1								K09022
WP_106547282.1								
WP_106547283.1								K00773
WP_106547284.1								
WP_106547285.1								
WP_106547286.1								K10742
WP_106547287.1								
WP_106547290.1								
WP_106547293.1								K03205
WP_106547294.1								K03497
WP_106547295.1								K03496
WP_106547297.1								
WP_106547298.1								
WP_106547299.1								
WP_106547300.1								
WP_106547302.1								
WP_106547304.1								K21498
WP_106547305.1								K07334
WP_106547306.1								
WP_106547307.1								
WP_106547308.1								K00031
WP_106547309.1								
WP_106547310.1								
WP_106547311.1								
WP_106547312.1								K18814
WP_106547313.1								
WP_106547314.1								K07009
WP_106547315.1								K01992
WP_106547316.1								K04079
WP_106547318.1								
WP_106547319.1								K02026
WP_106547320.1								
WP_106547321.1								K01956
WP_106547322.1								
WP_106547324.1								K00384
WP_106547325.1								
WP_106547326.1								K00514
WP_106547327.1								K03885
WP_106547328.1								K17758,ko:K17759
WP_106547329.1								
WP_106547331.1								
WP_106547332.1								
WP_106547334.1								
WP_106547335.1								
WP_106547336.1								
WP_106547340.1								
WP_106547341.1								
WP_106547342.1								
WP_106547343.1								K03924
WP_106547344.1								
WP_106547345.1								
WP_106547346.1								
WP_106547347.1								K00012
WP_106547350.1								
WP_106547351.1								
WP_106547352.1								K01735
WP_106547353.1								
WP_106547355.1								
WP_106547356.1								
WP_106547358.1								
WP_106547359.1								
WP_106547360.1								
WP_106547361.1								
WP_106547362.1								
WP_106547365.1								K09772
WP_106547367.1								
WP_106547368.1								K01649,ko:K02594
WP_106547370.1								K04047
WP_106547371.1								K00640
WP_106547374.1								K02585
WP_106547375.1								K13819
WP_106547376.1								K04487
WP_106547378.1								K02029,ko:K02030,ko:K09971
WP_106547379.1								
WP_106547380.1								
WP_106547381.1								
WP_106547382.1								
WP_106547384.1								
WP_106547385.1								
WP_106547386.1								
WP_106547388.1								
WP_106547389.1								K05916
WP_106547390.1								K08884
WP_106547391.1								
WP_106547392.1								K00568
WP_106547393.1								
WP_106547394.1								K00606
WP_106547396.1								
WP_106547397.1								
WP_106547398.1								
WP_106547399.1								
WP_106547400.1								
WP_106547401.1								K01299
WP_106547403.1								
WP_106547404.1								
WP_106547405.1								
WP_106547406.1								
WP_106547408.1								K07263
WP_106547409.1								K01589
WP_106547410.1								
WP_106547411.1								K02536
WP_106547414.1								K06197
WP_106547415.1								K00684
WP_106547419.1								
WP_106547420.1								K03270
WP_106547421.1								K01627
WP_106547423.1								K00979
WP_106547424.1								
WP_106547425.1								K00297
WP_106547427.1								K01710
WP_106547428.1								K07011
WP_106547430.1								
WP_106547432.1								
WP_106547433.1								K00274
WP_106547434.1								
WP_106547435.1								
WP_106547436.1								K00239
WP_106547437.1								K02040
WP_106547438.1								K02037
WP_106547439.1								K02038
WP_106547440.1								K02036
WP_106547441.1								
WP_106547442.1								
WP_106547443.1								K00297
WP_106547444.1								
WP_106547445.1								
WP_106547446.1								
WP_106547447.1								
WP_106547448.1								
WP_106547449.1								
WP_106547450.1								K00034
WP_106547451.1								
WP_106547454.1								
WP_106547455.1								K03453
WP_106547456.1								
WP_106547458.1								
WP_106547459.1								K09819
WP_106547460.1								K09820
WP_106547461.1								K02077,ko:K09818
WP_106547462.1								
WP_106547463.1								
WP_106547465.1								
WP_106547466.1								
WP_106547467.1								K01176
WP_106547468.1								K02493
WP_106547469.1								
WP_106547470.1								
WP_106547472.1								K06596
WP_106547475.1								
WP_106547476.1								
WP_106547477.1								K00014
WP_106547480.1								
WP_106547481.1								
WP_106547483.1								
WP_106547485.1								
WP_106547486.1								K02040
WP_106547487.1								
WP_106547488.1								K02040
WP_106547489.1								
WP_106547490.1								
WP_106547491.1								K01358
WP_106547492.1								
WP_106547493.1								K01990
WP_106547494.1								K01992
WP_106547495.1								
WP_106547496.1								
WP_106547497.1								K20896
WP_106547498.1								
WP_106547499.1								
WP_106547501.1								
WP_106547502.1								
WP_106547503.1								
WP_106547506.1								
WP_106547507.1								K01191
WP_106547509.1								K01239,ko:K01250
WP_106547510.1								K01485
WP_106547511.1								
WP_106547512.1								K04487
WP_106547513.1								K01338
WP_106547515.1								
WP_106547516.1								
WP_106547517.1								
WP_106547518.1								
WP_106547520.1								
WP_106547522.1								
WP_106547523.1								
WP_106547525.1								
WP_106547530.1								K07040
WP_106547531.1								
WP_106547532.1								
WP_106547534.1								K13924
WP_106547535.1								K00798
WP_106547536.1								K00989
WP_106547537.1								K07243
WP_106547538.1								
WP_106547539.1								
WP_106547541.1								K04039
WP_106547542.1								K01879
WP_106547543.1								
WP_106547545.1								K01952
WP_106547546.1								K00228
WP_106547547.1								
WP_106547548.1								
WP_106547549.1								
WP_106547550.1								K07217
WP_106547551.1								
WP_106547552.1								K02303
WP_106547553.1								
WP_106547554.1								K00605
WP_106547555.1								K07263
WP_106547556.1								K07263
WP_106547559.1								
WP_106547560.1								K05886
WP_106547563.1								
WP_106547564.1								
WP_106547565.1								K07171
WP_106547566.1								
WP_106547567.1								K03525
WP_106547568.1								
WP_106547571.1								
WP_106547572.1								K10257
WP_106547573.1								
WP_106547574.1								K02863
WP_106547575.1								K04654
WP_106547577.1								
WP_106547578.1								
WP_106547579.1								
WP_106547580.1								
WP_106547581.1								
WP_106547582.1								
WP_106547583.1								
WP_106547584.1								
WP_106547585.1								
WP_106547586.1								
WP_106547587.1								K11443
WP_106547588.1								
WP_106547589.1								K03671
WP_106547590.1								
WP_106547591.1								K03969
WP_106547592.1								
WP_106547593.1								K00053
WP_106547594.1								
WP_106547595.1								K03438
WP_106547596.1								K03802
WP_106547597.1								K01661
WP_106547599.1								K10716
WP_106547601.1								
WP_106547602.1								
WP_106547603.1								
WP_106547604.1								
WP_106547605.1								
WP_106547606.1								
WP_106547607.1								K02906
WP_106547608.1								K02890
WP_106547609.1								K02926
WP_106547610.1								
WP_106547611.1								K01735
WP_106547612.1								
WP_106547613.1								K04517,ko:K14187
WP_106547614.1								K03179
WP_106547615.1								K07051
WP_106547616.1								
WP_106547617.1								
WP_106547618.1								
WP_106547619.1								
WP_106547620.1								K00263
WP_106547621.1								K00505
WP_106547623.1								K02169,ko:K02170,ko:K08680,ko:K10216,ko:K15756,ko:K16264
WP_106547624.1								K03928,ko:K06893
WP_106547625.1								
WP_106547626.1								K00700
WP_106547628.1								
WP_106547629.1								
WP_106547630.1								K12454
WP_106547632.1								
WP_106547633.1								K01784,ko:K12454
WP_106547634.1								
WP_106547635.1								K09931
WP_106547637.1								
WP_106547638.1								
WP_106547639.1								K09118
WP_106547640.1								K02658
WP_106547641.1								
WP_106547642.1								K02660
WP_106547646.1								
WP_106547647.1								K03564
WP_106547648.1								
WP_106547649.1								K03795
WP_106547650.1								
WP_106547651.1								K01749
WP_106547652.1								K00703
WP_106547653.1								K03723
WP_106547654.1								
WP_106547657.1								
WP_106547658.1								
WP_106547659.1								
WP_106547660.1								K08234
WP_106547662.1								K06991
WP_106547663.1								
WP_106547664.1								
WP_106547665.1								
WP_106547666.1								K00008
WP_106547667.1								
WP_106547669.1								
WP_106547670.1								K00135
WP_106547671.1								K01652
WP_106547672.1								
WP_106547673.1								
WP_106547674.1								
WP_106547676.1								K03111
WP_106547678.1								
WP_106547679.1								K06915
WP_106547681.1								
WP_106547683.1								
WP_106547684.1								
WP_106547685.1								
WP_106547687.1								K03316
WP_106547688.1								
WP_106547689.1								
WP_106547690.1								
WP_106547691.1								K04641
WP_106547696.1								K06147
WP_106547697.1								
WP_106547698.1								
WP_106547699.1								
WP_106547700.1								
WP_106547701.1								K08679
WP_106547702.1								K14606
WP_106547703.1								K00826
WP_106547704.1								
WP_106547705.1								
WP_106547706.1								
WP_106547708.1								
WP_106547709.1								
WP_106547710.1								
WP_106547711.1								K03328
WP_106547712.1								
WP_106547713.1								
WP_106547714.1								
WP_106547715.1								
WP_106547716.1								K01181
WP_106547717.1								
WP_106547718.1								
WP_106547720.1								
WP_106547721.1								
WP_106547722.1								
WP_106547724.1								
WP_106547725.1								K00259
WP_106547726.1								
WP_106547727.1								K16137
WP_106547728.1								K11953,ko:K15578
WP_106547729.1								K15577
WP_106547730.1								K15576
WP_106547732.1								
WP_106547733.1								
WP_106547734.1								
WP_106547735.1								
WP_106547736.1								
WP_106547737.1								
WP_106547738.1								
WP_106547739.1								K06934
WP_106547740.1								
WP_106547741.1								
WP_106547742.1								
WP_106547743.1								
WP_106547745.1								K07393
WP_106547746.1								
WP_106547750.1								
WP_106547751.1								
WP_106547753.1								
WP_106547754.1								
WP_106547755.1								
WP_106547758.1								
WP_106547759.1								
WP_106547762.1								
WP_106547763.1								K08591
WP_106547764.1								K07566
WP_106547765.1								
WP_106547767.1								K03074
WP_106547768.1								K03072
WP_106547769.1								K01091
WP_106547770.1								K00457
WP_106547771.1								
WP_106547772.1								K03798
WP_106547773.1								K11754
WP_106547774.1								
WP_106547775.1								K03705
WP_106547776.1								
WP_106547777.1								
WP_106547778.1								
WP_106547779.1								
WP_106547780.1								
WP_106547782.1								
WP_106547783.1								K02040
WP_106547784.1								
WP_106547785.1								
WP_106547786.1								K02036
WP_106547787.1								K02038
WP_106547788.1								K02037
WP_106547789.1								K02040
WP_106547791.1								
WP_106547792.1								
WP_106547793.1								
WP_106547794.1								
WP_106547795.1								
WP_106547796.1								
WP_106547798.1								K03412
WP_106547799.1								K00575,ko:K13924
WP_106547800.1								
WP_106547801.1								K00284
WP_106547802.1								K01755
WP_106547804.1								K09012
WP_106547805.1								K03527
WP_106547806.1								
WP_106547807.1								K00793
WP_106547808.1								
WP_106547809.1								
WP_106547810.1								K03778
WP_106547813.1								K07088
WP_106547814.1								K09942
WP_106547815.1								K01724
WP_106547816.1								K03292
WP_106547817.1								K07101
WP_106547818.1								K03327
WP_106547819.1								
WP_106547820.1								K07506
WP_106547821.1								K07088
WP_106547822.1								K07260
WP_106547823.1								
WP_106547824.1								
WP_106547825.1								K09516,ko:K09835
WP_106547826.1								K00274
WP_106547827.1								
WP_106547829.1								K07190
WP_106547830.1								
WP_106547831.1								K00696,ko:K07024
WP_106547832.1								K02034
WP_106547833.1								
WP_106547834.1								
WP_106547835.1								
WP_106547836.1								
WP_106547837.1								
WP_106547838.1								
WP_106547839.1								
WP_106547840.1								
WP_106547841.1								
WP_106547842.1								K03474
WP_106547843.1								
WP_106547844.1								K00705
WP_106547845.1								
WP_106547847.1								
WP_106547848.1								
WP_106547849.1								
WP_106547850.1								
WP_106547851.1								
WP_106547852.1								
WP_106547853.1								
WP_106547855.1								K06196
WP_106547857.1								K02096
WP_106547860.1								K00342,ko:K05575
WP_106547861.1								
WP_106547862.1								
WP_106547865.1								
WP_106547866.1								K00505
WP_106547867.1								
WP_106547869.1								
WP_106547870.1								
WP_106547871.1								K19546
WP_106547872.1								
WP_106547873.1								
WP_106547874.1								
WP_106547875.1								K01669
WP_106547879.1								
WP_106547880.1								
WP_106547881.1								K07335
WP_106547882.1								K00020
WP_106547883.1								
WP_106547884.1								
WP_106547885.1								
WP_106547886.1								K00208
WP_106547887.1								K21561
WP_106547889.1								
WP_106547891.1								
WP_106547892.1								K07814
WP_106547893.1								K21071
WP_106547894.1								K02040
WP_106547895.1								K06187
WP_106547896.1								K00822,ko:K00833
WP_106547897.1								K03296
WP_106547898.1								
WP_106547901.1								
WP_106547902.1								
WP_106547904.1								K09690
WP_106547905.1								K09691
WP_106547906.1								
WP_106547907.1								
WP_106547908.1								
WP_106547910.1								
WP_106547913.1								
WP_106547914.1								
WP_106547915.1								
WP_106547916.1								
WP_106547918.1								K08972
WP_106547919.1								K04564
WP_106547920.1								K00529
WP_106547921.1								K21430
WP_106547922.1								
WP_106547923.1								
WP_106547924.1								
WP_106547925.1								K07058
WP_106547926.1								
WP_106547927.1								K02636
WP_106547928.1								K08304
WP_106547929.1								
WP_106547930.1								
WP_106547931.1								
WP_106547934.1								K08884
WP_106547935.1								
WP_106547936.1								
WP_106547937.1								K01011
WP_106547938.1								K00799,ko:K11209
WP_106547939.1								
WP_106547940.1								K02986
WP_106547941.1								
WP_106547943.1								K02040
WP_106547944.1								K07088
WP_106547945.1								K01999
WP_106547947.1								
WP_106547948.1								
WP_106547949.1								K07114
WP_106547950.1								K03636
WP_106547951.1								K01834
WP_106547952.1								
WP_106547953.1								K01955
WP_106547954.1								K01940
WP_106547957.1								
WP_106547958.1								
WP_106547959.1								K00799
WP_106547961.1								K01537
WP_106547962.1								
WP_106547963.1								
WP_106547965.1								
WP_106547966.1								
WP_106547967.1								
WP_106547968.1								
WP_106547969.1								
WP_106547971.1								K02933
WP_106547972.1								K02874
WP_106547973.1								
WP_106547974.1								K02428,ko:K02499
WP_106547975.1								K00761
WP_106547977.1								K00854
WP_106547978.1								
WP_106547979.1								
WP_106547980.1								K01576
WP_106547983.1								
WP_106547984.1								
WP_106547987.1								K04763
WP_106547988.1								K07357
WP_106547990.1								K03924
WP_106547992.1								
WP_106547993.1								
WP_106547996.1								
WP_106547997.1								
WP_106548001.1								
WP_106548002.1								
WP_106548003.1								K07012
WP_106548004.1								K19091
WP_106548005.1								K07464
WP_106548006.1								K15342
WP_106548007.1								K09951
WP_106548008.1								K00788
WP_106548009.1								K02054,ko:K11071
WP_106548011.1								K00128,ko:K00130,ko:K00135,ko:K00138,ko:K00146,ko:K22187
WP_106548012.1								K10112
WP_106548013.1								
WP_106548015.1								K00872
WP_106548016.1								K02017,ko:K02018
WP_106548017.1								K07462
WP_106548018.1								
WP_106548019.1								K00548
WP_106548021.1								
WP_106548022.1								
WP_106548025.1								
WP_106548026.1								K00772
WP_106548027.1								
WP_106548028.1								
WP_106548029.1								K08980
WP_106548031.1								K02013
WP_106548032.1								
WP_106548035.1								
WP_106548037.1								K01193
WP_106548039.1								
WP_106548040.1								
WP_106548041.1								
WP_106548043.1								K05540
WP_106548044.1								K00274
